tag,seed,scale,lo,hi,cond_density,gen_density,precision,recall,f1,chamfer,sec,source,clip
e2_synth_sparse_s0.2,0,0.2,100,200,0.008056640625,0.061794281005859375,0.023890363602691523,0.19318181818181818,0.0425221125973132,64.7419204711914,112.5,synth_sparse,0.3275
e2_synth_sparse_s0.4,0,0.4,100,200,0.008056640625,0.03710174560546875,0.1493933785728974,0.7277462121212122,0.2478977497444443,45.90068817138672,114.9,synth_sparse,0.3269
e2_synth_sparse_s0.6,0,0.6,100,200,0.008056640625,0.039081573486328125,0.19102000976085895,0.9824810606060606,0.3198523572341501,42.103878021240234,107.0,synth_sparse,0.3044
e2_synth_sparse_s0.8,0,0.8,100,200,0.008056640625,0.0402374267578125,0.19017823284034888,0.9711174242424242,0.318067831385564,43.521522521972656,109.8,synth_sparse,0.3256
e2_synth_sparse_s1.0,0,1.0,100,200,0.008056640625,0.041019439697265625,0.2010601692550916,0.9725378787878788,0.33322930426162256,43.427650451660156,106.9,synth_sparse,0.3209
e2_synth_sparse_s1.3,0,1.3,100,200,0.008056640625,0.008785247802734375,0.8054711246200608,0.9630681818181818,0.8772478040730234,2.8100054264068604,105.7,synth_sparse,0.2748
e2_synth_mid_s0.2,0,0.2,100,200,0.0467529296875,0.0713348388671875,0.14128342245989306,0.2260933420365535,0.1738990826058541,20.38698387145996,104.6,synth_mid,0.3228
e2_synth_mid_s0.4,0,0.4,100,200,0.0467529296875,0.06774139404296875,0.5738258812929384,0.9828655352480418,0.7246056295593584,5.850877285003662,105.6,synth_mid,0.3016
e2_synth_mid_s0.6,0,0.6,100,200,0.0467529296875,0.051361083984375,0.7620320855614974,0.9840078328981723,0.8589099632656121,2.3346457481384277,107.9,synth_mid,0.3222
e2_synth_mid_s0.8,0,0.8,100,200,0.0467529296875,0.05670166015625,0.7610333692142088,0.9929014360313316,0.8616410631691257,2.064364433288574,108.3,synth_mid,0.2988
e2_synth_mid_s1.0,0,1.0,100,200,0.0467529296875,0.053592681884765625,0.803046480176525,0.9886586161879896,0.8862382804367887,1.8089704513549805,107.2,synth_mid,0.295
e2_synth_mid_s1.3,0,1.3,100,200,0.0467529296875,0.055438995361328125,0.8388495148971307,0.9852317232375979,0.9061670454373478,1.4375358819961548,106.0,synth_mid,0.2828
e2_synth_veryd_s0.2,0,0.2,100,200,0.131591796875,0.061534881591796875,0.5384663071105326,0.2158801020408163,0.308198355329456,12.463844299316406,105.5,synth_veryd,0.3243
e2_synth_veryd_s0.4,0,0.4,100,200,0.131591796875,0.04996490478515625,0.5419147961520843,0.18703617810760667,0.27809187698853294,12.204557418823242,104.4,synth_veryd,0.3293
e2_synth_veryd_s0.6,0,0.6,100,200,0.131591796875,0.21602249145507812,0.7359833300958872,0.9866361317254174,0.8430738905648377,1.9725691080093384,107.6,synth_veryd,0.3139
e2_synth_veryd_s0.8,0,0.8,100,200,0.131591796875,0.18545150756835938,0.8462203023758099,0.9929846938775511,0.9137467651722911,1.1030991077423096,104.2,synth_veryd,0.2549
e2_synth_veryd_s1.0,0,1.0,100,200,0.131591796875,0.16665267944335938,0.9216013917183602,0.9959995361781077,0.9573572325077055,0.8266855478286743,106.4,synth_veryd,0.2514
e2_synth_veryd_s1.3,0,1.3,100,200,0.131591796875,0.1205291748046875,0.9852829472085074,0.9716488868274582,0.9784184223635342,0.7185608148574829,106.4,synth_veryd,0.2362
e2_astronaut_s0.2,0,0.2,100,200,0.09000015258789062,0.12862014770507812,0.44247708870895985,0.5968295680922308,0.5081915102087002,6.302628993988037,107.2,astronaut,0.3082
e2_astronaut_s0.4,0,0.4,100,200,0.09000015258789062,0.10713958740234375,0.5462151961831517,0.6331962870342899,0.5864983325435595,4.694422721862793,105.3,astronaut,0.3047
e2_astronaut_s0.6,0,0.6,100,200,0.09000015258789062,0.07733917236328125,0.746177370030581,0.6514220319586318,0.6955875594895549,3.4762144088745117,106.1,astronaut,0.2997
e2_astronaut_s0.8,0,0.8,100,200,0.09000015258789062,0.06371688842773438,0.8672094833263485,0.6365023523926588,0.7341577861432615,3.0113465785980225,106.8,astronaut,0.3018
e2_astronaut_s1.0,0,1.0,100,200,0.09000015258789062,0.06668853759765625,0.9109941654272966,0.7140253465010808,0.8005724483366793,2.257591962814331,104.7,astronaut,0.303
e2_astronaut_s1.3,0,1.3,100,200,0.09000015258789062,0.08210372924804688,0.9522371416624077,0.890221675920824,0.9201857170807233,1.2403440475463867,102.5,astronaut,0.2944
e2_camera_s0.2,0,0.2,100,200,0.07509613037109375,0.033580780029296875,0.2185618539134386,0.12216803819973586,0.15672985280101664,29.412364959716797,105.7,camera,0.2935
e2_camera_s0.4,0,0.4,100,200,0.07509613037109375,0.045948028564453125,0.3822332918223329,0.24809509295946358,0.3008914285200443,18.32122039794922,105.1,camera,0.3072
e2_camera_s0.6,0,0.6,100,200,0.07509613037109375,0.0848846435546875,0.47411468632033077,0.5850350502895458,0.52376675321139,12.54334545135498,105.3,camera,0.3037
e2_camera_s0.8,0,0.8,100,200,0.07509613037109375,0.09020614624023438,0.6204169662113588,0.7698872295032002,0.6871173959275159,7.070672512054443,107.6,camera,0.2908
e2_camera_s1.0,0,1.0,100,200,0.07509613037109375,0.10298919677734375,0.6594192162382398,0.890429747028345,0.757708008737944,6.000296115875244,106.2,camera,0.2971
e2_camera_s1.3,0,1.3,100,200,0.07509613037109375,0.11594009399414062,0.7253314908038035,0.9764807477395103,0.8323741250155373,3.3129117488861084,108.9,camera,0.2907
e2_coffee_s0.2,0,0.2,100,200,0.05858612060546875,0.025035858154296875,0.28066433033673627,0.12416981377783566,0.17216945822697505,34.836795806884766,107.5,coffee,0.2844
e2_coffee_s0.4,0,0.4,100,200,0.05858612060546875,0.0255126953125,0.4892344497607656,0.22978252376611538,0.312697838071698,15.693138122558594,107.0,coffee,0.2832
e2_coffee_s0.6,0,0.6,100,200,0.05858612060546875,0.0289306640625,0.5220200421940928,0.27588227633806484,0.36098673782408547,15.599870681762695,105.8,coffee,0.2896
e2_coffee_s0.8,0,0.8,100,200,0.05858612060546875,0.02776336669921875,0.713520197856554,0.38833181403828626,0.5029397592333607,8.363861083984375,107.6,coffee,0.293
e2_coffee_s1.0,0,1.0,100,200,0.05858612060546875,0.03119659423828125,0.8755196869650281,0.5255241567912489,0.6568056343088631,5.48878812789917,109.2,coffee,0.2941
e2_coffee_s1.3,0,1.3,100,200,0.05858612060546875,0.05228424072265625,0.914781847366117,0.8568824065633546,0.8848860263596586,1.7895994186401367,108.6,coffee,0.2972
e2_chelsea_s0.2,0,0.2,100,200,0.04433441162109375,0.11221694946289062,0.300880443281096,0.5781276888659439,0.3957809010803621,11.318094253540039,106.7,chelsea,0.2666
