tag,seed,scale,lo,hi,cond_density,gen_density,precision,recall,f1,chamfer,sec
smoke_synth_sparse,0,1.0,100,200,0.008056640625,0.041019439697265625,0.2010601692550916,0.9725378787878788,0.33322930426162256,43.427650451660156,121.1
smoke_astronaut,0,1.0,100,200,0.09000015258789062,0.06668853759765625,0.9109941654272966,0.7140253465010808,0.8005724483366793,2.257591962814331,148.6
